Year,state,start_date,end_date,GOP Pct,DEM Pct
2016,Maryland,10/20/16,10/28/16,27.45395,60.33971
2016,North Dakota,10/20/16,10/28/16,54.68082,29.27917
2016,Maine,9/15/16,9/20/16,40.04761,42.12917
2016,Ohio,9/10/16,9/19/16,43.95253,39.91412
2016,Nevada,9/10/16,9/19/16,44.96284,42.92197
2016,North Carolina,9/10/16,9/19/16,42.75819,44.76617
2016,Pennsylvania,9/10/16,9/19/16,40.84523,46.83244
2016,Oklahoma,10/20/16,10/28/16,57.44476,28.34216
2016,Hawaii,10/20/16,10/28/16,31.69978,47.27411
2016,Illinois,9/21/16,9/24/16,36.01694,49.51651
2016,Vermont,10/20/16,10/28/16,25.74741,51.2614
2016,Nevada,9/6/16,9/8/16,45.3609,41.55511
2016,National,10/28/16,10/30/16,42.71869,42.20641
2016,National,10/21/16,10/26/16,42.77447,43.89179
2016,Nebraska,10/20/16,10/28/16,53.55009,30.31406
2016,Arkansas,10/20/16,10/28/16,52.4698,34.33549
2016,Vermont,9/2/16,9/5/16,27.83782,49.24317
2016,North Carolina,9/17/16,9/22/16,44.45907,45.03853
2016,Florida,9/7/16,9/8/16,49.20012,44.17706
2016,Florida,9/27/16,9/28/16,44.81913,45.59087
2016,Idaho,10/20/16,10/28/16,48.57992,27.3061
2016,California,9/9/16,9/18/16,32.85427,51.11977
2016,Ohio,9/7/16,9/12/16,46.52332,42.1237
2016,Arizona,9/12/16,9/14/16,40.84366,36.38471
2016,Missouri,8/26/16,8/27/16,47.21571,39.94289
2016,Indiana,10/20/16,10/28/16,50.44851,34.34116
2016,National,9/27/16,9/29/16,42.54786,45.21331
2016,West Virginia,9/8/16,9/10/16,61.03392,32.60197
2016,Tennessee,10/20/16,10/28/16,51.46838,36.33587
2016,National,9/28/16,10/2/16,42.75164,44.99392
2016,New Hampshire,10/24/16,10/26/16,40.51596,48.19306
2016,Connecticut,10/20/16,10/28/16,38.63859,49.29044
2016,Texas,9/29/16,10/1/16,46.57209,39.45225
2016,Louisiana,10/20/16,10/28/16,54.34196,35.3696
2016,Texas,9/1/16,9/11/16,43.13357,34.84082
2016,Missouri,10/20/16,10/28/16,48.46682,35.33628
2016,Maine CD-2,9/4/16,9/10/16,49.01921,38.11619
2016,Nevada,10/24/16,10/26/16,44.27475,44.25882
2016,National,10/17/16,10/21/16,39.65501,43.16344
2016,New York,8/28/16,8/30/16,35.81946,54.01668
2016,Alabama,10/20/16,10/28/16,53.30645,34.37908
2016,Arkansas,9/15/16,9/17/16,56.24426,35.31467
2016,Iowa,10/20/16,10/28/16,44.6053,39.29932
2016,Washington,10/20/16,10/28/16,34.64632,50.28838
2016,Ohio,10/7/16,10/20/16,43.77554,41.34103
2016,Maine CD-1,9/4/16,9/10/16,33.24525,50.27362
2016,Wyoming,9/6/16,9/11/16,58.46793,20.65416
2016,National,9/16/16,9/19/16,40.52341,44.47219
2016,National,10/25/16,10/27/16,45.98094,45.32454
2016,New Mexico,10/20/16,10/28/16,35.57122,41.30842
2016,Maine,10/20/16,10/28/16,36.73923,49.26358
2016,New Jersey,10/20/16,10/28/16,34.55771,52.31202
2016,Louisiana,9/22/16,9/24/16,47.35109,36.61716
2016,Minnesota,9/12/16,9/14/16,42.37094,46.24551
2016,Iowa,8/31/16,9/1/16,45.65521,41.03887
2016,Massachusetts,9/3/16,9/5/16,35.01191,52.35968
2016,Illinois,10/20/16,10/28/16,34.49401,49.32903
2016,Kentucky,10/20/16,10/28/16,61.4758,28.33388
2016,National,10/20/16,10/25/16,42.79105,43.06987
2016,Massachusetts,9/7/16,9/10/16,31.93324,56.3758
2016,Pennsylvania,8/21/16,8/28/16,43.51556,47.61472
2016,Kansas,10/20/16,10/28/16,47.56773,34.30935
2016,Missouri,10/9/16,10/11/16,48.02193,41.66938
2016,Nevada,9/12/16,9/14/16,45.78674,43.3423
2016,National,9/19/16,9/22/16,45.17812,46.14237
2016,Pennsylvania,9/12/16,9/16/16,35.83445,43.16165
2016,Massachusetts,10/20/16,10/28/16,29.82933,58.23954
2016,South Carolina,8/30/16,9/1/16,51.65514,39.73345
2016,North Carolina,9/11/16,9/12/16,45.15064,44.51451
2016,Utah,8/19/16,8/21/16,40.05174,24.69671
2016,Nevada,10/20/16,10/28/16,44.5158,41.32321
2016,New Mexico,8/19/16,8/21/16,35.24698,42.0766
2016,Arizona,8/26/16,8/28/16,46.25648,41.90674
2016,South Dakota,9/30/16,10/20/16,49.56667,29.6436
2016,Idaho,10/20/16,10/24/16,44.96678,32.39993
2016,Kentucky,9/14/16,9/16/16,45.07633,31.88633
2016,Arizona,8/27/16,8/27/16,44.92484,40.91294
2016,National,10/16/16,10/20/16,39.27975,44.90031
2016,Oregon,9/2/16,9/7/16,33.94214,46.85239
2016,Virginia,9/9/16,9/11/16,41.05065,46.42416
2016,Minnesota,10/20/16,10/28/16,37.5845,45.30487
2016,Oregon,10/20/16,10/28/16,35.62612,48.29377
2016,Oklahoma,9/13/16,9/15/16,51.87184,36.68211
2016,West Virginia,10/20/16,10/24/16,54.92796,29.21642
2016,Wisconsin,10/20/16,10/28/16,42.5737,41.30776
2016,National,10/26/16,10/30/16,42.3945,45.46519
2016,Michigan,10/14/16,10/20/16,41.29703,42.65768
2016,North Carolina,9/18/16,9/20/16,46.55498,44.19123
2016,South Dakota,10/20/16,10/24/16,49.28975,34.54702
2016,National,9/9/16,9/13/16,44.49183,44.20693
2016,Utah,10/20/16,10/28/16,33.44226,28.26628
2016,Alaska,9/13/16,9/15/16,42.1385,34.3935
2016,National,10/10/16,10/14/16,41.69173,42.83379
2016,Arizona,10/20/16,10/28/16,43.54739,40.31478
2016,Louisiana,9/15/16,9/17/16,51.16986,34.44043
2016,New Hampshire,10/23/16,10/25/16,42.81097,45.12323
2016,National,10/19/16,10/24/16,42.58551,42.86444
2016,Ohio,9/12/16,9/14/16,44.84124,41.0536
2016,National,8/25/16,8/28/16,41.95123,46.92989
2016,Nevada,10/23/16,10/25/16,42.52393,45.19983
2016,National,10/15/16,10/19/16,40.30598,42.93555
2016,Nevada,10/20/16,10/24/16,40.49574,41.02817
2016,Arkansas,10/20/16,10/24/16,45.58759,41.38126
2016,Iowa,8/17/16,8/19/16,43.43335,41.87422
2016,Wyoming,10/20/16,10/24/16,60.20477,25.42813
2016,North Carolina,10/20/16,10/28/16,43.39785,46.35469
2016,Colorado,10/20/16,10/28/16,38.60579,43.29919
2016,Maine CD-2,10/7/16,10/9/16,43.79728,40.15344
2016,Maryland,8/18/16,8/30/16,28.76217,56.52341
2016,Nebraska,10/20/16,10/24/16,54.22908,30.06842
2016,Vermont,10/20/16,10/24/16,22.43848,59.59229
2016,Pennsylvania,10/14/16,10/20/16,39.67557,47.25961
2016,National,8/15/16,9/12/16,39.6945,46.61587
2016,Maine,10/20/16,10/24/16,34.20815,51.05462
2016,Arizona,8/18/16,8/23/16,46.55367,39.03953
2016,Louisiana,8/29/16,9/1/16,47.62957,38.74609
2016,Oklahoma,10/20/16,10/24/16,47.56594,35.25838
2016,Louisiana,10/20/16,10/24/16,51.886,38.81762
2016,South Carolina,10/20/16,10/28/16,46.34006,41.37011
2016,Maine CD-1,10/7/16,10/9/16,35.90845,50.06663
2016,Alaska,10/20/16,10/24/16,40.61843,41.93381
2016,Florida,9/7/16,9/9/16,44.21738,45.95498
2016,New Mexico,10/20/16,10/24/16,31.02578,52.31241
2016,Maine CD-2,9/21/16,9/22/16,44.04429,38.242
2016,Michigan,10/20/16,10/28/16,41.52761,42.32006
2016,Montana,10/20/16,10/24/16,46.4385,32.4383
2016,Mississippi,10/20/16,10/24/16,53.54211,37.19874
2016,California,8/23/16,8/30/16,35.00384,56.09613
2016,National,10/23/16,10/29/16,44.50026,45.74882
2016,Illinois,9/13/16,9/16/16,33.745,45.7891
2016,National,10/27/16,10/29/16,43.02049,42.10632
2016,National,10/9/16,10/13/16,40.40026,43.40127
2016,Michigan,9/10/16,9/13/16,38.89522,40.945
2016,National,10/14/16,10/18/16,42.71695,41.15195
2016,National,10/19/16,10/20/16,39.73522,42.87638
2016,National,10/20/16,10/24/16,41.18169,43.18908
2016,North Dakota,9/23/16,10/13/16,44.49152,31.91058
2016,Rhode Island,9/2/16,9/5/16,43.03865,46.37759
2016,National,10/24/16,10/26/16,45.27207,45.25955
2016,National,10/18/16,10/23/16,43.05851,42.462
2016,North Dakota,10/20/16,10/24/16,53.59431,24.40123
2016,Ohio,10/20/16,10/28/16,45.50986,38.32479
2016,Kentucky,10/20/16,10/24/16,44.05518,38.46955
2016,Ohio,8/29/16,9/7/16,43.23665,39.5906
2016,Ohio,9/7/16,9/9/16,41.23998,47.97084
2016,South Carolina,8/9/16,8/10/16,44.90315,40.58329
2016,Connecticut,10/20/16,10/24/16,39.42094,47.95325
2016,Texas,10/20/16,10/28/16,47.46629,38.33642
2016,North Carolina,9/12/16,9/16/16,47.50899,45.04404
2016,Virginia,10/20/16,10/28/16,39.46003,47.33809
2016,Nevada,9/6/16,9/7/16,41.47682,43.69317
2016,Texas,8/12/16,8/14/16,47.22946,39.11984
2016,Missouri,9/9/16,9/13/16,47.84335,35.75201
2016,Florida,9/15/16,9/20/16,43.7067,45.38755
2016,North Carolina,9/23/16,9/23/16,42.50233,44.36553
2016,Maine CD-1,9/15/16,9/20/16,29.76995,49.83047
2016,Arizona,10/11/16,10/12/16,45.2212,43.35374
2016,Maine CD-2,9/15/16,9/20/16,49.02725,33.13222
2016,Wisconsin,8/27/16,8/30/16,41.00611,44.06715
2016,Indiana,9/6/16,9/8/16,47.22157,38.24537
2016,New York,10/20/16,10/28/16,32.53109,55.31913
2016,Oregon,10/20/16,10/24/16,32.92518,53.33679
2016,Kansas,10/20/16,10/24/16,39.99136,40.8934
2016,Pennsylvania,8/29/16,9/7/16,41.10385,46.50259
2016,South Carolina,10/20/16,10/24/16,48.0336,34.83816
2016,Florida,8/29/16,9/7/16,45.21211,45.57433
2016,National,10/13/16,10/17/16,40.19,41.98972
2016,North Carolina,8/29/16,9/7/16,39.99611,44.43119
2016,Tennessee,10/20/16,10/24/16,51.05579,32.31166
2016,Pennsylvania,8/26/16,8/29/16,42.7637,48.86732
2016,District of Columbia,10/20/16,10/24/16,18.86963,66.21503
2016,Iowa,10/20/16,10/24/16,38.20887,44.79271
2016,Rhode Island,10/20/16,10/24/16,35.98795,51.20541
2016,Pennsylvania,10/20/16,10/28/16,42.44802,45.3413
2016,Alabama,10/20/16,10/24/16,63.88112,27.06772
2016,North Carolina,9/5/16,9/7/16,47.00324,43.00883
2016,National,10/20/16,10/24/16,43.93178,43.17333
2016,Ohio,8/26/16,8/27/16,42.30192,44.98801
2016,National,10/17/16,10/22/16,44.69649,42.06961
2016,Maine,10/7/16,10/9/16,39.60853,45.36039
2016,National,10/8/16,10/12/16,40.39267,43.69546
2016,Hawaii,10/20/16,10/24/16,34.65829,51.32584
2016,National,10/22/16,10/28/16,43.96743,46.52986
2016,Arizona,10/7/16,10/13/16,45.45223,36.84962
2016,Georgia,8/10/16,8/12/16,47.88695,42.38214
2016,New Hampshire,8/30/16,8/31/16,40.93116,44.6196
2016,North Carolina,10/18/16,10/25/16,44.78673,46.20597
2016,Ohio,10/18/16,10/25/16,45.92831,41.17411
2016,Florida,10/18/16,10/25/16,45.91386,45.17736
2016,Pennsylvania,10/18/16,10/25/16,41.85014,48.1917
2016,National,10/1/16,10/3/16,43.91653,44.91536
2016,National,9/1/16,9/27/16,44.70795,49.99526
2016,Texas,10/14/16,10/20/16,53.02773,36.95657
2016,Delaware,10/20/16,10/24/16,40.54919,38.86414
2016,Illinois,10/14/16,10/20/16,28.66779,55.42321
2016,South Carolina,8/18/16,8/21/16,44.01898,40.33862
2016,Maine,9/2/16,9/5/16,36.82044,46.23154
2016,Wisconsin,8/26/16,8/27/16,41.41751,47.04265
2016,Ohio,9/15/16,9/22/16,40.17332,41.868
2016,Massachusetts,10/20/16,10/24/16,31.80203,54.83899
2016,North Carolina,10/7/16,10/13/16,43.33342,44.56197
2016,Virginia,9/11/16,9/20/16,40.84862,45.50994
2016,National,9/17/16,9/20/16,44.18423,46.57777
2016,National,10/16/16,10/21/16,44.32536,40.99333
2016,National,10/12/16,10/16/16,39.9346,42.43459
2016,District of Columbia,10/18/16,10/26/16,6.34159,85.20266
2016,Georgia,10/20/16,10/24/16,47.48656,38.75974
2016,Michigan,10/23/16,10/23/16,41.68648,47.18447
2016,Maryland,10/20/16,10/24/16,33.23756,52.81577
2016,North Carolina,8/30/16,9/2/16,44.33622,47.86294
2016,New York,10/14/16,10/20/16,31.68518,52.30912
2016,New Hampshire,10/20/16,10/24/16,45.77855,34.08653
2016,Michigan,8/22/16,8/24/16,41.08542,45.62804
2016,Pennsylvania,8/30/16,8/31/16,42.19228,46.16532
2016,Virginia,9/27/16,9/30/16,39.76817,44.24109
2016,California,10/20/16,10/28/16,31.5337,52.31843
2016,Colorado,10/20/16,10/24/16,33.63947,45.10257
2016,Florida,10/20/16,10/28/16,44.49843,45.32784
2016,Vermont,9/16/16,10/6/16,21.51418,45.33172
2016,Iowa,8/3/16,8/7/16,41.55708,36.5284
2016,Oregon,9/1/16,9/6/16,31.55541,43.04881
2016,New Hampshire,10/8/16,10/16/16,38.44911,45.56918
2016,Iowa,10/8/16,10/16/16,47.07553,38.5874
2016,National,9/8/16,9/13/16,40.79715,43.49829
2016,Alaska,10/18/16,10/26/16,47.08038,29.26144
2016,National,10/23/16,10/25/16,44.52073,44.20068
2016,National,10/7/16,10/11/16,39.585,44.67685
2016,Wyoming,10/18/16,10/26/16,60.01673,23.27577
2016,National,10/11/16,10/15/16,41.78108,40.97699
2016,National,10/15/16,10/20/16,43.45011,41.5302
2016,New Hampshire,8/26/16,8/28/16,40.10451,44.51086
2016,National,10/21/16,10/27/16,44.43158,45.92649
2016,Maine,10/15/16,10/19/16,44.6595,41.28032
2016,Arizona,10/20/16,10/24/16,42.95565,44.34919
2016,Washington,10/20/16,10/24/16,36.4607,49.86105
2016,South Dakota,10/18/16,10/26/16,54.02171,30.27464
2016,South Carolina,8/15/16,8/17/16,43.80248,38.70357
2016,National,10/26/16,10/28/16,42.31925,43.02758
2016,New York,8/4/16,8/8/16,37.38193,49.80188
2016,Alaska,10/15/16,10/19/16,45.11426,32.79285
2016,National,10/3/16,10/3/16,45.98833,44.71526
2016,Maine CD-1,9/2/16,9/5/16,32.03329,54.30706
2016,Maine CD-2,9/2/16,9/5/16,42.39481,38.34745
2016,Pennsylvania,10/13/16,10/20/16,43.51231,44.28852
2016,Florida,10/13/16,10/20/16,43.5984,47.27745
2016,Ohio,10/13/16,10/20/16,45.61792,42.27494
2016,North Carolina,10/13/16,10/20/16,43.42664,46.29953
2016,Minnesota,10/20/16,10/24/16,37.28257,41.25863
2016,Michigan,10/7/16,10/13/16,37.85329,41.37786
2016,Michigan,10/20/16,10/24/16,39.75066,43.58481
2016,Montana,10/18/16,10/26/16,52.06046,33.26593
2016,North Dakota,10/18/16,10/26/16,53.13627,29.24887
2016,Georgia,8/4/16,8/8/16,45.85404,40.58046
2016,North Carolina,8/20/16,8/23/16,44.89149,44.65982
2016,Georgia,10/20/16,10/28/16,45.33449,42.37159
2016,New Hampshire,10/15/16,10/19/16,37.94814,46.59635
2016,National,9/22/16,9/25/16,44.35954,41.52219
2016,Maine,8/4/16,8/8/16,36.94081,45.03629
2016,Georgia,9/21/16,9/22/16,48.28285,43.69715
2016,Delaware,10/15/16,10/19/16,36.15211,41.96399
2016,Mississippi,10/24/16,10/30/16,46.57036,40.54597
2016,Florida,9/28/16,9/29/16,48.13748,46.92905
2016,Virginia,10/20/16,10/24/16,38.63524,47.77404
2016,Michigan,8/25/16,8/28/16,41.19663,46.76017
2016,National,9/10/16,9/16/16,46.4057,46.82385
2016,Nebraska,10/18/16,10/26/16,51.97104,30.28605
2016,Rhode Island,10/24/16,10/30/16,35.83945,47.46124
2016,West Virginia,10/18/16,10/26/16,60.97991,27.28405
2016,Mississippi,8/11/16,8/11/16,55.11345,39.99445
2016,North Carolina,8/18/16,8/23/16,46.1792,45.84707
2016,Georgia,9/14/16,9/14/16,47.90893,43.04756
2016,California,10/14/16,10/20/16,26.96571,62.15463
2016,National,10/24/16,10/30/16,43.69704,44.26092
2016,New Hampshire,10/24/16,10/30/16,35.82114,44.467
2016,Vermont,10/24/16,10/30/16,24.79517,49.47518
2016,National,8/24/16,8/29/16,38.6714,44.11077
2016,National,9/1/16,9/4/16,45.91112,44.20656
2016,Rhode Island,10/18/16,10/26/16,38.3399,47.20304
2016,Hawaii,10/24/16,10/30/16,30.77285,50.48221
2016,National,10/14/16,10/19/16,43.67634,41.56544
2016,Delaware,10/24/16,10/30/16,37.67679,49.51246
2016,New Mexico,10/8/16,10/16/16,35.01107,39.59055
2016,Colorado,8/4/16,8/10/16,35.6095,42.53027
2016,Florida,10/14/16,10/20/16,46.02582,46.7127
2016,Virginia,8/4/16,8/10/16,37.21627,44.36627
2016,Indiana,10/20/16,10/24/16,41.18068,38.74731
2016,Montana,10/24/16,10/30/16,47.73585,36.49386
2016,Delaware,10/18/16,10/26/16,34.90115,51.30178
2016,Missouri,10/20/16,10/24/16,43.79383,39.6521
2016,Maryland,10/24/16,10/30/16,26.65765,61.51849
2016,Wisconsin,10/20/16,10/24/16,34.39891,46.4117
2016,Arkansas,10/24/16,10/30/16,52.66507,35.51615
2016,Washington,10/24/16,10/30/16,33.74779,51.4901
2016,National,9/5/16,9/8/16,42.84241,46.39325
2016,New Jersey,10/24/16,10/30/16,33.70627,53.50317
2016,Oklahoma,10/24/16,10/30/16,56.65334,28.51984
2016,Ohio,8/18/16,8/21/16,42.25259,43.7702
2016,Idaho,10/24/16,10/30/16,48.71668,29.4999
2016,Oklahoma,10/18/16,10/26/16,55.83789,29.31601
2016,Nevada,10/8/16,10/16/16,45.90628,38.59566
2016,Alaska,10/24/16,10/30/16,46.74324,37.49153
2016,North Carolina,10/20/16,10/24/16,46.76664,40.20172
2016,District of Columbia,10/24/16,10/30/16,3.840081,85.46103
2016,Connecticut,10/24/16,10/30/16,38.74417,49.49124
2016,Hawaii,10/15/16,10/19/16,35.60215,53.72898
2016,National,10/20/16,10/26/16,44.14564,45.91204
2016,Arkansas,10/18/16,10/26/16,53.86954,32.30889
2016,National,10/6/16,10/10/16,39.77693,44.26036
2016,Tennessee,10/18/16,10/26/16,50.86775,36.30929
2016,Maine,10/24/16,10/30/16,37.79133,48.47639
2016,Missouri,8/19/16,8/22/16,47.10436,43.73021
2016,National,9/11/16,9/14/16,42.70026,44.062
2016,Tennessee,10/7/16,10/20/16,45.54871,32.87762
2016,Vermont,10/18/16,10/26/16,25.22044,51.22993
2016,Maryland,10/18/16,10/26/16,27.84952,60.3134
2016,California,8/23/16,8/30/16,36.88506,50.97736
2016,Indiana,10/24/16,10/30/16,48.6551,35.51929
2016,Illinois,10/24/16,10/30/16,33.67642,51.51257
2016,Idaho,10/18/16,10/26/16,50.00874,27.27756
2016,Massachusetts,10/24/16,10/30/16,27.83356,56.46309
2016,Wyoming,10/24/16,10/30/16,61.71964,21.49896
2016,West Virginia,10/24/16,10/30/16,58.70599,25.50326
2016,National,10/13/16,10/18/16,43.8873,41.38184
2016,Rhode Island,10/15/16,10/19/16,41.32486,49.74777
2016,Alabama,10/24/16,10/30/16,53.58853,34.54025
2016,Iowa,10/24/16,10/30/16,43.72857,38.49615
2016,New Jersey,10/20/16,10/24/16,35.98871,48.57625
2016,New Hampshire,10/18/16,10/26/16,36.29051,47.21416
2016,National,8/28/16,9/1/16,43.10595,44.4011
2016,New Hampshire,8/7/16,8/8/16,38.8469,44.50881
2016,Florida,8/18/16,8/24/16,43.31205,45.46359
2016,Missouri,10/24/16,10/30/16,45.66368,37.51659
2016,North Dakota,10/24/16,10/30/16,54.76396,30.48501
2016,Washington,10/7/16,10/20/16,43.62095,44.03212
2016,Tennessee,10/24/16,10/30/16,50.66441,37.51636
2016,New Mexico,10/24/16,10/30/16,32.7126,43.50118
2016,Kentucky,10/18/16,10/26/16,60.87713,27.30718
2016,Connecticut,10/18/16,10/26/16,37.0829,49.26088
2016,Louisiana,10/18/16,10/26/16,53.70796,36.34525
2016,National,10/13/16,10/15/16,40.34369,43.07125
2016,Utah,10/24/16,10/30/16,32.68038,28.49064
2016,Florida,10/4/16,10/4/16,46.98989,47.60522
2016,South Dakota,10/24/16,10/30/16,54.72149,27.49838
2016,National,8/31/16,9/4/16,43.38515,45.79384
2016,Oregon,10/24/16,10/30/16,35.73833,49.49308
2016,Hawaii,10/18/16,10/26/16,34.16024,47.24347
2016,Minnesota,10/24/16,10/30/16,37.71883,45.49922
2016,Missouri,10/18/16,10/26/16,49.86578,35.30973
2016,Mississippi,10/18/16,10/26/16,50.61407,40.36637
2016,Nevada,10/24/16,10/30/16,42.68663,41.50936
2016,Indiana,10/7/16,10/20/16,49.13168,35.54051
2016,Vermont,10/15/16,10/19/16,29.89347,52.86852
2016,Missouri,10/7/16,10/20/16,49.09988,34.9819
2016,Indiana,10/18/16,10/26/16,50.84264,33.31494
2016,National,8/12/16,8/13/16,42.38253,40.32456
2016,Alabama,10/18/16,10/26/16,52.66308,34.35535
2016,Nebraska,10/24/16,10/30/16,50.7027,31.5043
2016,Maryland,10/7/16,10/20/16,29.93024,51.35814
2016,National,9/27/16,9/27/16,44.76373,48.37636
2016,Arkansas,10/15/16,10/19/16,52.50942,32.07948
2016,Kansas,10/24/16,10/30/16,46.71096,34.5017
2016,West Virginia,8/9/16,8/28/16,54.24038,32.31439
2016,Wisconsin,10/8/16,10/16/16,40.01575,41.59032
2016,Colorado,10/7/16,10/20/16,41.34922,41.83187
2016,Missouri,7/20/16,7/24/16,49.13734,38.10512
2016,Idaho,10/15/16,10/19/16,46.50747,31.3653
2016,Ohio,10/20/16,10/24/16,44.51823,36.14986
2016,District of Columbia,10/15/16,10/19/16,15.62715,70.48747
2016,Wisconsin,10/24/16,10/30/16,40.71376,43.50082
2016,Pennsylvania,8/26/16,8/27/16,43.32766,47.0728
2016,Maine,10/18/16,10/26/16,36.2101,50.23225
2016,Indiana,8/13/16,8/16/16,50.28384,36.56767
2016,Iowa,10/18/16,10/26/16,45.04082,39.27034
2016,Minnesota,10/7/16,10/20/16,33.19315,41.72859
2016,Louisiana,10/24/16,10/30/16,53.60517,34.53501
2016,Massachusetts,10/7/16,10/20/16,26.70481,54.60804
2016,Kentucky,10/24/16,10/30/16,58.66788,29.51526
2016,Pennsylvania,10/7/16,10/13/16,42.91718,44.36141
2016,Iowa,8/8/16,8/10/16,41.50111,37.83332
2016,National,10/23/16,10/29/16,43.35298,45.02726
2016,National,8/9/16,8/15/16,43.27758,47.12308
2016,National,10/19/16,10/25/16,43.85166,46.38817
2016,National,10/25/16,10/27/16,42.60693,42.96568
2016,Arizona,10/24/16,10/30/16,42.70143,41.5047
2016,Pennsylvania,10/20/16,10/24/16,46.02006,43.68745
2016,Florida,8/22/16,8/24/16,45.27031,44.77432
2016,South Dakota,10/15/16,10/19/16,52.14499,32.98305
2016,National,9/22/16,9/23/16,44.57823,46.89685
2016,South Carolina,10/24/16,10/30/16,45.60428,40.53529
2016,Wyoming,10/15/16,10/19/16,54.23826,32.10391
2016,Nevada,10/15/16,10/19/16,43.81798,41.44938
2016,New Mexico,10/15/16,10/19/16,34.28261,44.75721
2016,Virginia,8/24/16,8/28/16,42.60703,43.61499
2016,Colorado,10/24/16,10/30/16,38.7288,42.49608
2016,National,8/16/16,9/12/16,42.10353,46.87304
2016,Washington,10/18/16,10/26/16,35.09266,49.25868
2016,West Virginia,10/15/16,10/19/16,53.33852,31.56031
2016,Illinois,10/18/16,10/26/16,34.90015,50.302
2016,Nebraska,10/15/16,10/19/16,46.77653,36.48185
2016,Illinois,10/20/16,10/24/16,37.67819,41.72437
2016,Mississippi,10/15/16,10/19/16,52.59428,35.90386
2016,Florida,8/12/16,8/15/16,42.44042,48.60196
2016,New York,10/20/16,10/24/16,36.41506,48.61382
2016,New Mexico,10/18/16,10/26/16,34.99774,40.28004
2016,New Jersey,10/18/16,10/26/16,35.98067,51.28388
2016,Massachusetts,10/18/16,10/26/16,30.32399,58.20662
2016,Louisiana,10/15/16,10/19/16,59.66112,30.66755
2016,North Carolina,10/24/16,10/30/16,42.63136,45.52676
2016,Kansas,10/18/16,10/26/16,48.99332,34.28104
2016,Wisconsin,10/7/16,10/20/16,42.97063,43.2678
2016,Georgia,10/7/16,10/20/16,50.15305,38.92111
2016,New York,10/24/16,10/30/16,32.69379,55.5071
2016,Colorado,9/22/16,9/23/16,42.77142,38.90984
2016,Utah,9/12/16,9/19/16,34.77775,25.78436
2016,North Dakota,10/15/16,10/19/16,46.18976,32.17315
2016,Oregon,10/18/16,10/26/16,34.06713,50.26442
2016,Wisconsin,10/18/16,10/26/16,43.00087,41.27934
2016,National,8/5/16,8/8/16,43.59777,45.85387
2016,Texas,10/20/16,10/24/16,50.80315,34.90226
2016,Oklahoma,10/15/16,10/19/16,49.22666,32.21498
2016,Michigan,10/24/16,10/30/16,41.69217,41.50762
2016,California,10/20/16,10/24/16,31.16836,52.50308
2016,National,10/18/16,10/24/16,44.22296,46.13403
2016,Virginia,10/7/16,10/20/16,37.96011,46.96579
2016,Minnesota,10/18/16,10/26/16,38.01453,45.27626
2016,Texas,10/24/16,10/30/16,45.66343,40.51667
2016,Virginia,10/24/16,10/30/16,38.6605,46.51759
2016,Pennsylvania,9/23/16,9/23/16,42.58199,46.42276
2016,New Jersey,10/7/16,10/20/16,33.53711,51.29641
2016,Ohio,10/24/16,10/30/16,43.68385,39.51023
2016,Ohio,8/3/16,8/7/16,41.30256,40.42109
2016,New Hampshire,8/10/16,8/12/16,40.15035,46.91489
2016,Pennsylvania,8/3/16,8/7/16,42.13763,46.35156
2016,Washington,8/9/16,8/13/16,27.40434,44.55548
2016,Kentucky,10/15/16,10/19/16,51.61967,37.90816
2016,National,8/1/16,8/3/16,37.1894,46.43488
2016,National,8/4/16,8/7/16,40.50087,50.5388
2016,Michigan,10/8/16,10/16/16,38.9286,43.59457
2016,Alaska,8/9/16,8/14/16,44.05713,32.15919
2016,South Carolina,10/15/16,10/19/16,52.81788,33.98797
2016,Nevada,10/18/16,10/26/16,44.9277,42.2958
2016,National,10/22/16,10/28/16,43.75014,44.59831
2016,Pennsylvania,8/25/16,8/29/16,44.92975,46.6459
2016,Utah,10/18/16,10/26/16,32.80428,27.21685
2016,Pennsylvania,8/30/16,9/2/16,39.44646,46.93423
2016,Pennsylvania,10/24/16,10/30/16,40.65487,47.51936
2016,New Hampshire,9/3/16,9/5/16,38.95562,44.32201
2016,Kansas,9/30/16,10/20/16,50.21478,34.79394
2016,Alaska,8/27/16,8/29/16,43.0357,32.49879
2016,New Mexico,9/24/16,9/25/16,37.49145,42.44155
2016,Florida,9/10/16,9/16/16,48.98016,50.00482
2016,National,8/26/16,9/1/16,42.36458,42.90331
2016,Florida,10/20/16,10/24/16,46.45378,40.72311
2016,South Carolina,9/30/16,10/20/16,51.92463,42.13182
2016,Virginia,8/30/16,9/1/16,44.37807,45.83587
2016,Montana,10/15/16,10/19/16,43.06733,42.91631
2016,North Carolina,10/8/16,10/16/16,41.6832,44.60654
2016,Alabama,7/19/16,7/19/16,58.22723,34.15888
2016,Arizona,10/8/16,10/16/16,45.966,39.59275
2016,Kansas,10/15/16,10/19/16,37.76664,43.32798
2016,National,10/17/16,10/23/16,43.93372,46.37442
2016,Georgia,7/29/16,7/31/16,47.98476,42.43327
2016,Illinois,8/1/16,8/4/16,34.02826,49.59395
2016,Oregon,10/15/16,10/19/16,31.74636,52.45515
2016,Louisiana,9/30/16,10/20/16,52.68494,34.14857
2016,Nebraska,9/30/16,10/20/16,47.26191,32.21421
